Category,Manufacturer,Model,Selection.Model,Usage.hours,Year,Age.at.the.sale,Year.of.Sale,Location.code.ISO,Price,Currency,Origine.Data,URL,Id,annonce_id,clean_model,scrap_id
Telescopic Handlers,Manitou,MT1840A,MT 1840,500,2014,1,2015,FR,93052,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt1840a/5m6q3lik.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt1840a/5m6q3lik.html,75728,MT1840A,1260
telescopique,Manitou,MT1840A,MT 1840,316,2014,2,2016,GB,67750,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9208462/manitou-mt1840a.html,http://www.agriaffaires.com/occasion/telescopique/9208462/manitou-mt1840a.html,90359,MT1840A,1260
telescopique,Manitou,MT1840A,MT 1840,350,2014,2,2016,GB,62500,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9208682/manitou-mt1840a.html,http://www.agriaffaires.com/occasion/telescopique/9208682/manitou-mt1840a.html,90871,MT1840A,1260
Chariot Ã  bras tÃ©lescopique,Manitou,MT1840A - PRIVILEGE -,MT 1840,1356,2011,6,2017,DE,64500,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt1840a-privilege--chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11421920.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt1840a-privilege--chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11421920.html,43157,MT1840A -  -,722
,Manitou,MT1840A 100P ST4 S1 Comfort,,10,2017,0,2017,DE,95500,EUR,https://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt1840a-100p-st4-s1-comfort-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11650673.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt1840a-100p-st4-s1-comfort-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11650673.html,102499,MT1840A 100P ST4 S1 Comfort,3229
chariot-telescopique,Manitou,MT1840A NACELLE,MT 1840,1690,2011,4,2015,FR,48609,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/3257540/manitou-mt1840a-nacelle.html,http://www.agriaffaires.com/occasion/chariot-telescopique/3257540/manitou-mt1840a-nacelle.html,66324,MT1840A NACELLE,1256
Telescopic Handlers,Manitou,MT1840A ST3B,MT 1840,,2015,1,2016,SE,108546,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt1840a/gkam5g4f.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt1840a/gkam5g4f.html,66514,MT1840A ST3B,1298
chariot-telescopique,Manitou,MT1840EP,MT 1840,235,2008,0,2008,NL,53000,EUR,RB,RB-MT1840-2008-235h,c6b2df49-0df7-4983-ab72-af8b0a5459fa,56321,MT1840EP,895
telescopique,Manitou,MT1840EP,MT 1840,3563,2008,8,2016,DK,375000,DKK,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6135416/manitou-mt1840ep.html,http://www.agriaffaires.com/occasion/telescopique/6135416/manitou-mt1840ep.html,66350,MT1840EP,895
telescopique,Manitou,MT1840EP,MT 1840,2572,2008,8,2016,DK,500000,DKK,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/7144237/manitou-mt1840ep.html,http://www.agriaffaires.com/occasion/telescopique/7144237/manitou-mt1840ep.html,66360,MT1840EP,895
telescopique,Manitou,MT1840EPRC,MT 1840,2038,2010,6,2016,DK,495000,DKK,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6213097/manitou-mt1840eprc.html,http://www.agriaffaires.com/occasion/telescopique/6213097/manitou-mt1840eprc.html,66349,MT1840EPRC,1263
Telescopic Handlers,Manitou,MT1840H,MT 1840,380,2015,1,2016,US,125500,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt1840/fp4i6tag.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt1840/fp4i6tag.html,66517,MT1840H,1300
telescopique,Manitou,MT1840P,MT 1840,1444,2011,5,2016,PL,189900,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8456551/manitou-mt1840p.html,http://www.agriaffaires.com/occasion/telescopique/8456551/manitou-mt1840p.html,66367,MT1840P,1265
telescopique,Manitou,MT1840P,MT 1840,1031,2012,4,2016,PL,209900,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9500089/manitou-mt1840p.html,http://www.agriaffaires.com/occasion/telescopique/9500089/manitou-mt1840p.html,66372,MT1840P,1265
telescopique,Manitou,MT1840P,MT 1840,1452,2011,5,2016,PL,189900,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/10709539/manitou-mt1840p.html,http://www.agriaffaires.com/occasion/telescopique/10709539/manitou-mt1840p.html,66381,MT1840P,1265
telescopique,Manitou,MT1840R,MT 1840,1358,2013,4,2017,FR,51000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/15937753/manitou-mt1840r.html,http://www.agriaffaires.com/occasion/telescopique/15937753/manitou-mt1840r.html,66400,MT1840R,1275
,Manitou,MT1840R,,1672,2008,9,2017,AU,27500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/18805731/manitou-mt1840r.html,http://www.agriaffaires.com/occasion/telescopique/18805731/manitou-mt1840r.html,101251,MT1840R,1275
chariot-telescopique,Manitou,MT1840R 4X4X4,MT 1840,15,2008,3,2011,ES,57500,EUR,RB,RB-MT1840-2008-15h,d5358fa7-578d-4550-9d11-750907fb7b0c,66455,MT1840R 4X4X4,1282
chariot-telescopique,Manitou,MT1840R 4X4X4,MT 1840,19,2008,3,2011,ES,59000,EUR,RB,RB-MT1840-2008-19h,0567ccf6-b467-4b8d-ad09-851c8337bf3d,66460,MT1840R 4X4X4,1282
Chargeuse / Télescopique / Pelle,Manitou,MT26-4,,4500,2006,9,2015,GB,23329,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT26-4/2548521/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT26-4/2548521/,1371,MT26-4,158
,Manitou,MT420HCOMFOR,,630,2017,1,2018,AU,49053,EUR,https://www.traktorpool.de,https://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT420HCOMFOR/3667339/,https://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT420HCOMFOR/3667339/,62755,MT420HCOMFOR,1159
telescopique,Manitou,MT425 CP,,4800,1993,23,2016,ES,10000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/5350875/manitou-mt425-cp.html,http://www.agriaffaires.com/occasion/telescopique/5350875/manitou-mt425-cp.html,85687,MT425 CP,2400
Chargeuse / Télescopique / Pelle,Manitou,MT425 FC,,,1995,21,2016,FR,6360,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT425-FC/2919122/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MT425-FC/2919122/,1486,MT425 FC,188
telescopic-forklift,Manitou,MT425 FC,,,1995,21,2016,FR,5300,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/9952988/manitou-mt425-fc.html,http://www.machineryzone.com/used/telescopic-forklift/9952988/manitou-mt425-fc.html,62375,MT425 FC,188
telescopique,Manitou,MT425CP,,4813,1987,30,2017,AU,7000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14402136/manitou-mt425cp.html,http://www.agriaffaires.com/occasion/telescopique/14402136/manitou-mt425cp.html,96109,MT425CP,2853
telescopique,Manitou,MT425CP Série 2,,7118,1986,30,2016,FR,9000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/10814921/manitou-mt425cp-serie-2.html,http://www.agriaffaires.com/occasion/telescopique/10814921/manitou-mt425cp-serie-2.html,91230,MT425CP Srie 2,2648
telescopique,Manitou,MT431,,13487,1991,25,2016,FR,8100,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/5848229/manitou-mt431.html,http://www.agriaffaires.com/occasion/telescopique/5848229/manitou-mt431.html,85808,MT431,2404
Chariot à bras télescopique,Manitou,MT523,,2980,2006,9,2015,NL,25000,EUR,http://www.supralift.com,http://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt523-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/10959748.html,http://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt523-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/10959748.html,17391,MT523,484
Chariot à bras télescopique,Manitou,MT523,,2980,2006,10,2016,NL,25000,EUR,http://www.supralift.com,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt523-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/10959748.html,https://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mt523-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/10959748.html,25199,MT523,484
0,Manitou,MT523,MT523,,2006,9,2015,NL,14850,EUR,http://www.supralift.com,http://www.supralift.com/us/used-forklifts/diesel/telescopic-arm-forklift/manitou/mt523/558cb2f07ed6420e349cdce6/2?&&sortCrit=ePriceDef&sortMod=asc&pageSize=500&pageNumber=0&&returnPath=itemsearch/results&langPath=us&navigationDir=FORWARD,http://www.supralift.com/us/used-forklifts/diesel/telescopic-arm-forklift/manitou/mt523/558cb2f07ed6420e349cdce6/2,29799,MT523,484
,Manitou,MT523,MT523,,2006,9,2015,NL,14850,EUR,http://www.supralift.com,http://www.supralift.com/us/used-forklifts/diesel/telescopic-arm-forklift/manitou/mt523/559c84e57ed6420248de6ad9/19?&&sortCrit=ePriceDef&sortMod=asc&pageSize=500&pageNumber=18&&returnPath=itemsearch/results&langPath=us&navigationDir=FORWARD,http://www.supralift.com/us/used-forklifts/diesel/telescopic-arm-forklift/manitou/mt523/559c84e57ed6420248de6ad9/19,29857,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1385,2006,2,2008,ES,22000,EUR,RB,RB-MT523-2006-1385h,14190c64-9ab5-4f4a-86be-a1486afa5ea3,57508,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2985,2005,3,2008,ES,22000,EUR,RB,RB-MT523-2005-2985h,6bd283fb-d3a3-429e-9f97-7103e3572e67,57512,MT523,484
chariot-telescopique,Manitou,MT523,MT523,4465,2005,6,2011,ES,16500,EUR,RB,RB-MT523-2005-4465h,dc9e1af7-0f02-4295-bd9d-1c88ec87de9b,57525,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2870,2006,2,2008,ES,16000,EUR,RB,RB-MT523-2006-2870h,24633995-3d90-44b2-8d25-561201004850,57530,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2466,2003,9,2012,NL,11500,EUR,RB,RB-MT523-2003-2466h,3a402287-4f51-4800-ab4e-afe648c0eddd,57534,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1292,2006,2,2008,ES,10000,EUR,RB,RB-MT523-2006-1292h,df050811-9fda-47b4-a0a6-5b039e3888e2,57538,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1448,2006,2,2008,ES,20000,EUR,RB,RB-MT523-2006-1448h,f7202bb9-4e8f-4283-a140-cbf45834b553,57561,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3158,2005,3,2008,ES,19000,EUR,RB,RB-MT523-2005-3158h,eb851390-b7e6-456d-b880-64161983f257,57563,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1713,2006,2,2008,ES,17000,EUR,RB,RB-MT523-2006-1713h,2999c9db-3c86-414b-b156-73381022e152,57566,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3400,2005,4,2009,ES,16000,EUR,RB,RB-MT523-2005-3400h,66c36070-40f8-42bd-929f-dbb72d472486,57569,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2901,2004,5,2009,ES,14500,EUR,RB,RB-MT523-2004-2901h,e6d0985f-babf-4483-a720-9a889814ef39,57573,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2225,2005,3,2008,ES,21000,EUR,RB,RB-MT523-2005-2225h,b7a62e2d-c722-4b6a-80e2-54ee8e319342,57612,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2074,2006,3,2009,ES,18500,EUR,RB,RB-MT523-2006-2074h,46d44d43-d988-4769-b380-f3051790b56c,57617,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2086,2006,3,2009,ES,11000,EUR,RB,RB-MT523-2006-2086h,82bdfcee-3a56-4208-9149-00e5d4a8f5b8,57619,MT523,484
chariot-telescopique,Manitou,MT523,MT523,4566,2002,7,2009,FR,11000,EUR,RB,RB-MT523-2002-4566h,f6ddcd3f-47c2-4e92-829e-f629de5b7095,57621,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2302,2006,2,2008,ES,9500,EUR,RB,RB-MT523-2006-2302h,e4e22e3b-2ecb-41ec-b15c-260c69e21e92,57622,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2853,2005,4,2009,ES,16000,EUR,RB,RB-MT523-2005-2853h,d1aa6dc1-eccf-4c61-a97e-e1b3733c12ac,57625,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3133,2005,4,2009,ES,14500,EUR,RB,RB-MT523-2005-3133h,9f636eb8-74c4-42c5-97bf-279c719c8eff,57630,MT523,484
chariot-telescopique,Manitou,MT523,MT523,6872,2005,7,2012,ES,14000,EUR,RB,RB-MT523-2005-6872h,d77eafc8-8fe2-4a18-8ae3-c7762e52be2c,57635,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1486,2005,4,2009,ES,9500,EUR,RB,RB-MT523-2005-1486h,745bc347-d5c3-4a68-99e0-b2f49fd0da75,57639,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3566,2005,3,2008,ES,19000,EUR,RB,RB-MT523-2005-3566h,e1726d35-22f1-4e1c-8370-3ebdbee73295,57721,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1467,2006,3,2009,ES,15000,EUR,RB,RB-MT523-2006-1467h,227248f5-603a-4259-ade6-51d848a9f66e,57722,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3867,2006,7,2013,ES,13500,EUR,RB,RB-MT523-2006-3867h,5fabb6dd-1e97-4d71-a513-17d6fbdb5c54,57723,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3234,2002,7,2009,FR,12000,EUR,RB,RB-MT523-2002-3234h,076b6f1b-3a94-40b8-aed7-1b0dc5805e36,57724,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1447,2006,2,2008,ES,22000,EUR,RB,RB-MT523-2006-1447h,7cb478bb-0aba-4bf2-8f27-38f6e4b600e9,57735,MT523,484
chariot-telescopique,Manitou,MT523,MT523,9119,2004,8,2012,ES,10000,EUR,RB,RB-MT523-2004-9119h,b5be842a-3964-4f93-8515-cf11120e092c,57742,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3370,2005,3,2008,ES,22000,EUR,RB,RB-MT523-2005-3370h,96b514f8-f73e-4898-8ced-49c4064d3f58,57887,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3451,2005,8,2013,ES,13500,EUR,RB,RB-MT523-2005-3451h,2f75908f-a005-454a-9e3b-283f492ae3b9,57890,MT523,484
chariot-telescopique,Manitou,MT523,MT523,5694,2005,6,2011,ES,12000,EUR,RB,RB-MT523-2005-5694h,2edcda36-cce1-4a3a-9487-929e44d4e4cf,57891,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2465,2006,3,2009,ES,17500,EUR,RB,RB-MT523-2006-2465h,a569cdcc-a9ee-4ddb-8535-47e55e917747,57934,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1614,2005,3,2008,ES,16000,EUR,RB,RB-MT523-2005-1614h,04e185ef-9754-4459-ba2a-20fed4d45a6c,57935,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2516,2005,4,2009,ES,16000,EUR,RB,RB-MT523-2005-2516h,0efe06a3-1648-4d25-a546-869afe9bad1a,57936,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1923,2006,2,2008,ES,20000,EUR,RB,RB-MT523-2006-1923h,85b74325-8d75-4ee1-b1d1-ada0b0b74865,57944,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2338,2006,3,2009,ES,17500,EUR,RB,RB-MT523-2006-2338h,3571bbdd-1268-48fe-923a-3704b22fb546,57946,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3722,2008,5,2013,ES,17500,EUR,RB,RB-MT523-2008-3722h,ec75af7d-0ca7-4fce-b717-9fe9a2130ee2,57958,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2855,2004,4,2008,ES,17000,EUR,RB,RB-MT523-2004-2855h,2614d6ec-3528-4724-802c-5f55fc000873,57959,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3264,2006,3,2009,ES,15500,EUR,RB,RB-MT523-2006-3264h,4d664539-84d2-4e89-84a9-d66f62ec4175,57960,MT523,484
chariot-telescopique,Manitou,MT523,MT523,,2006,2,2008,ES,9500,EUR,RB,RB-MT523-2006-h,ccbe0e5a-6efa-4b9f-a2ee-e0bea37e2dda,57961,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1824,2006,2,2008,ES,22000,EUR,RB,RB-MT523-2006-1824h,9d42aa44-cb49-4456-b546-ed5f8542a56a,57968,MT523,484
chariot-telescopique,Manitou,MT523,MT523,4881,2004,7,2011,ES,16500,EUR,RB,RB-MT523-2004-4881h,ba85af16-0190-4366-9f18-14d69a05641a,57971,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1415,2006,2,2008,ES,16000,EUR,RB,RB-MT523-2006-1415h,c8e5bc48-5d3e-4f56-9f47-98ffe2de69ee,57972,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1908,2006,2,2008,ES,14000,EUR,RB,RB-MT523-2006-1908h,ae1b862d-0f93-49b4-a65e-7b69d9aa23a8,57973,MT523,484
chariot-telescopique,Manitou,MT523,MT523,4119,2005,9,2014,NL,16000,EUR,RB,RB-MT523-2005-4119h,b0a2e334-7c30-4443-8a95-74a36a75894e,57982,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1697,2006,6,2012,ES,15000,EUR,RB,RB-MT523-2006-1697h,87d470c6-e269-4a25-9cdd-8c7a4002de83,57983,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1422,2008,3,2011,ES,21000,EUR,RB,RB-MT523-2008-1422h,ccfe1497-0dd3-453f-a077-2ef748c04b76,57995,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2810,2002,8,2010,NL,17000,EUR,RB,RB-MT523-2002-2810h,132abb87-68df-4e51-b92e-0a036878472b,57999,MT523,484
chariot-telescopique,Manitou,MT523,MT523,898,2006,3,2009,FR,17000,EUR,RB,RB-MT523-2006-898h,12302f57-f799-4d86-9a17-28a95da4ee72,58010,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1371,2006,2,2008,ES,14000,EUR,RB,RB-MT523-2006-1371h,1a06d2ab-a7d9-4db0-bfbd-0b2b5fdea2cb,58011,MT523,484
chariot-telescopique,Manitou,MT523,MT523,7642,2002,7,2009,ES,12500,EUR,RB,RB-MT523-2002-7642h,fc131fdc-9d1d-4afb-b56e-9f7fd09ce7a8,58012,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3251,2002,7,2009,NL,11000,EUR,RB,RB-MT523-2002-3251h,5e563f9a-260b-463d-9072-5c7f3b30f26e,58013,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1938,2005,3,2008,ES,22000,EUR,RB,RB-MT523-2005-1938h,794a92f5-efbf-4ceb-9d02-ce2996219214,58039,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3119,2004,10,2014,ES,16500,EUR,RB,RB-MT523-2004-3119h,1a078ca0-fcb4-49c3-9f10-ab948df6e5bb,58040,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2065,2006,2,2008,ES,16000,EUR,RB,RB-MT523-2006-2065h,bf773105-cc7e-4ed8-aee0-5fb1cef676ec,58041,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1669,2006,4,2010,ES,14000,EUR,RB,RB-MT523-2006-1669h,f65c1294-f76d-492f-a61c-fb3cbf12d801,58042,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3899,2006,7,2013,ES,13500,EUR,RB,RB-MT523-2006-3899h,0c79a398-cbec-4d39-9937-87b42bb59d5d,58043,MT523,484
chariot-telescopique,Manitou,MT523,MT523,,2006,8,2014,IT,12000,EUR,RB,RB-MT523-2006-h,8887cc61-5127-4fc4-87b9-d7253ed41011,58044,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1795,2006,2,2008,ES,20000,EUR,RB,RB-MT523-2006-1795h,bdc74ac1-e63a-42d6-919e-20e679153bba,58062,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3030,2005,4,2009,ES,16000,EUR,RB,RB-MT523-2005-3030h,f33dfc48-d847-4d5a-8e04-72638efdcc84,58066,MT523,484
chariot-telescopique,Manitou,MT523,MT523,4154,2004,10,2014,ES,14500,EUR,RB,RB-MT523-2004-4154h,61f506f5-ca54-479f-907c-5e660bf20243,58067,MT523,484
chariot-telescopique,Manitou,MT523,MT523,5070,2002,12,2014,ES,14500,EUR,RB,RB-MT523-2002-5070h,32b924d9-f485-483f-9ea7-e573d5985d1b,58068,MT523,484
chariot-telescopique,Manitou,MT523,MT523,3366,2002,7,2009,FR,12000,EUR,RB,RB-MT523-2002-3366h,40540c20-3cba-4078-b201-e42a4ab2e53d,58069,MT523,484
chariot-telescopique,Manitou,MT523,MT523,2483,2006,3,2009,ES,10000,EUR,RB,RB-MT523-2006-2483h,1a3ccb27-71f3-4231-a7c4-040d5887b5b8,58070,MT523,484
chariot-telescopique,Manitou,MT523,MT523,4440,2008,7,2015,FR,22423,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/hghhaffq.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/hghhaffq.html,75286,MT523,484
Telescopic Handlers,Manitou,MT523,,2262,2008,7,2015,FR,12385,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/7j9jhj4m.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/7j9jhj4m.html,75390,MT523,484
Telescopic Handlers,Manitou,MT523,MT523,2980,2006,9,2015,FR,17418,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/fmipihho.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/fmipihho.html,75634,MT523,484
Telescopic Handlers,Manitou,MT523,,2262,2008,7,2015,FR,17500,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/7j9jhj4m.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/7j9jhj4m.html?currency=EUR,75664,MT523,484
Telescopic Handlers,Manitou,MT523,,4400,2005,10,2015,ES,18000,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/im9mfgbu.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/im9mfgbu.html?currency=EUR,75677,MT523,484
Telescopic Handlers,Manitou,MT523,,2980,2006,9,2015,NL,25000,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/fmipihho.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt523/fmipihho.html?currency=EUR,75713,MT523,484
chariot-telescopique,Manitou,MT523,MT523,1642,2008,7,2015,FR,21000,EUR,http://www.machineryzone.fr,http://www.machineryzone.fr/occasion/chariot-telescopique/5866329/manitou-mt523.html,http://www.machineryzone.fr/occasion/chariot-telescopique/5866329/manitou-mt523.html,79617,MT523,484
chariot-telescopique,Manitou,MT523,,2910,2006,10,2016,FR,22500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5188307/manitou-mt523.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5188307/manitou-mt523.html,80044,MT523,484
telescopique,Manitou,MT523,,3480,2004,12,2016,PL,64900,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9859661/manitou-mt523.html,http://www.agriaffaires.com/occasion/telescopique/9859661/manitou-mt523.html,90433,MT523,484
telescopique,Manitou,MT523,,2980,2006,10,2016,NL,25000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/8715786/manitou-mt523.html,http://www.agriaffaires.com/occasion/telescopique/8715786/manitou-mt523.html,90485,MT523,484
telescopique,Manitou,MT523,,3424,2008,8,2016,FR,23000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9896942/manitou-mt523.html,http://www.agriaffaires.com/occasion/telescopique/9896942/manitou-mt523.html,91320,MT523,484
telescopique,Manitou,MT523,,3480,2004,12,2016,PL,61900,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/11361608/manitou-mt523.html,http://www.agriaffaires.com/occasion/telescopique/11361608/manitou-mt523.html,93584,MT523,484
,Manitou,MT523,MT523,2910,2006,9,2015,FR,12825,EUR,http://www.forklift-international.com,http://www.forklift-international.comcgi/Chariot+télescopique+d'occasion+Manitou+MT523-2923416s,http://www.forklift-international.comcgi/Chariot+télescopique+d'occasion+Manitou+MT523-2923416s,97275,MT523,484
chariot-telescopique,Manitou,"MT523,  4x4",MT523,2448,2008,7,2015,FR,12510,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5863506/manitou-mt523-4x4.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5863506/manitou-mt523-4x4.html,80824,MT523  4x4,2294
chariot-telescopique,Manitou,MT523A-E,MT523,3303,2004,5,2009,ES,14500,EUR,RB,RB-MT523-2004-3303h,6d023175-c7b8-4bd3-8932-88dd58e3f284,57984,MT523A-E,947
,Manitou,MT5519,,591,2015,2,2017,US,60500,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-5519/bifo5qir.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-5519/bifo5qir.html,65490,MT5519,1209
Telescopic Handlers,Manitou,MT5519,,682,2015,1,2016,US,66500,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt5519/3k7hatch.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt5519/3k7hatch.html,77800,MT5519,1209
Telescopic Handlers,Manitou,MT5519,,682,2015,2,2017,US,66000,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-5519/4h8mgh6t.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-5519/4h8mgh6t.html,78612,MT5519,1209
Telescopic Handlers,Manitou,MT5519,,392,2015,2,2017,US,66000,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-5519/6rir3n3t.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-5519/6rir3n3t.html,78648,MT5519,1209
,Manitou,MT5519,,860,2015,2,2017,US,64500,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-5519/ij5jhhag.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mt-5519/ij5jhhag.html,100461,MT5519,1209
