Category,Manufacturer,Model,Selection.Model,Usage.hours,Year,Age.at.the.sale,Year.of.Sale,Location.code.ISO,Price,Currency,Origine.Data,URL,Id,annonce_id,clean_model,scrap_id
chariot-telescopique,Manitou,MLA 628-120 LSU,,4785,2006,10,2016,FR,20000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/4952790/manitou-mla-628-120-lsu.html,http://www.agriaffaires.com/occasion/chariot-telescopique/4952790/manitou-mla-628-120-lsu.html,80170,MLA 628-120 LSU,92
telescopique,Manitou,MLA 628-120 LSU,,2998,2008,8,2016,NL,29500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/11049586/manitou-mla-628-120-lsu.html,http://www.agriaffaires.com/occasion/telescopique/11049586/manitou-mla-628-120-lsu.html,91312,MLA 628-120 LSU,92
telescopique,Manitou,MLA 628-120 LSU,,,2008,8,2016,PL,133500,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/4248554/manitou-mla-628-120-lsu.html,http://www.agriaffaires.com/occasion/telescopique/4248554/manitou-mla-628-120-lsu.html,91671,MLA 628-120 LSU,92
telescopic-forklift,Manitou,MLA 628-120 PS,,6400,2007,9,2016,FR,28500,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/9973312/manitou-mla-628-120-ps.html,http://www.machineryzone.com/used/telescopic-forklift/9973312/manitou-mla-628-120-ps.html,62412,MLA 628-120 PS,1105
,Manitou,MLA 630-125,,3221,2012,5,2017,ER,36500,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA-630-125-/3380751/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA-630-125-/3380751/,65796,MLA 630-125,1223
,Manitou,MLA 630-125 PS,,3221,2012,6,2018,ER,33900,EUR,https://www.traktorpool.de,https://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA-630-125-PS/3719897/,https://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA-630-125-PS/3719897/,62733,MLA 630-125 PS,1143
chariot-telescopique,Manitou,MLA627,,9965,2000,16,2016,IE,20000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5003740/manitou-mla627.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5003740/manitou-mla627.html,80252,MLA627,2183
telescopique,Manitou,MLA627,,12400,1997,19,2016,BE,7900,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/7160423/manitou-mla627.html,http://www.agriaffaires.com/occasion/telescopique/7160423/manitou-mla627.html,88679,MLA627,2183
telescopique,Manitou,MLA627T,,1473,1999,17,2016,FR,14500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9295648/manitou-mla627t.html,http://www.agriaffaires.com/occasion/telescopique/9295648/manitou-mla627t.html,90792,MLA627T,2613
,Manitou,MLA628,,,2000,11,2011,DE,15000,EUR,RB,RB--2000-h,c729f3ed-bb3e-4fe0-8124-42babd261559,52759,MLA628,777
,Manitou,MLA628,,5583,2001,8,2009,NL,9000,EUR,RB,RB--2001-5583h,576eebbd-92e5-49b6-8da1-8381d3f1ab10,52975,MLA628,777
,Manitou,MLA628,,4790,2001,7,2008,DE,18500,EUR,RB,RB--2001-4790h,9ad8ae20-79f6-4c66-9031-45427b530b6b,79347,MLA628,777
telescopique,Manitou,MLA628,,20,2008,8,2016,IE,35000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/5003728/manitou-mla628.html,http://www.agriaffaires.com/occasion/telescopique/5003728/manitou-mla628.html,85428,MLA628,777
telescopique,Manitou,MLA628,,20,2005,11,2016,IE,32500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/4402158/manitou-mla628.html,http://www.agriaffaires.com/occasion/telescopique/4402158/manitou-mla628.html,85583,MLA628,777
chariot-telescopique,Manitou,MLA628 120 LS,,20,2004,12,2016,IE,16000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5629720/manitou-mla628.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5629720/manitou-mla628.html,80284,MLA628 120 LS,2192
telescopique,Manitou,MLA628 120 LS,,20,2004,12,2016,IE,28000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/4402137/manitou-mla628-120-ls.html,http://www.agriaffaires.com/occasion/telescopique/4402137/manitou-mla628-120-ls.html,85392,MLA628 120 LS,2192
Telescopic Handlers,Manitou,MLA628 120 LSU,MLA628,0,2005,10,2015,FR,15136,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mla628-120-lsu/dqarbh3u.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mla628-120-lsu/dqarbh3u.html,74682,MLA628 120 LSU,1789
chariot-telescopique,Manitou,MLA628 120LS,,1241,2007,8,2015,FR,27450,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/3979527/manitou-mla628-120ls.html,http://www.agriaffaires.com/occasion/chariot-telescopique/3979527/manitou-mla628-120ls.html,80279,MLA628 120LS,2190
Telescopic Handlers,Manitou,MLA628 120LSU,MLA628,0,2006,9,2015,FR,13300,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mla628-120lsu/4hffgrbo.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mla628-120lsu/4hffgrbo.html,74554,MLA628 120LSU,1747
Telescopic Handlers,Manitou,MLA628 120LSU,,,2006,9,2015,GB,20684,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mla628-120lsu/4hffgrbo.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mla628-120lsu/4hffgrbo.html?currency=EUR,74670,MLA628 120LSU,1747
,Manitou,MLA628-120,,,2006,11,2017,CH,20158,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA628-120/3443729/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA628-120/3443729/,66243,MLA628-120,1249
,Manitou,MLA628-120LS,,,2002,6,2008,NL,16500,EUR,RB,RB--2002-h,7904d3bc-e316-4916-9a0a-4e3a4f10b61a,52901,MLA628-120LS,790
,Manitou,MLA628-120LSU,,6070,2007,3,2010,DE,28000,EUR,RB,RB--2007-6070h,6a63ac3c-2e5c-46ed-8fd9-769f92b29499,52912,MLA628-120LSU,792
Telescopic Handlers,Manitou,MLA628-120LSU,,5401,2007,8,2015,FR,17341,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mla628-120lsu/angjgtcg.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mla628-120lsu/angjgtcg.html,74761,MLA628-120LSU,792
,Manitou,MLA628PS120LSU,,,2004,5,2009,DE,30000,EUR,RB,RB--2004-h,e88f1884-7658-4a88-a3c3-e4b1d44b104e,52977,MLA628PS120LSU,798
,Manitou,MLA628T Telehandler,,,2005,13,2018,AD,23096,EUR,https://www.traktorpool.de,https://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA628T-Telehandler/3800707/,https://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA628T-Telehandler/3800707/,30683,MLA628T,660
,Manitou,MLA628T120LSU,,,2004,9,2013,ES,19500,EUR,RB,RB--2004-h,091c7c69-6ca6-4d5f-aaf3-11afd7d62988,52948,MLA628T120LSU,794
Chargeuse / Télescopique / Pelle,Manitou,MLA630-125PS,,2400,2013,4,2017,AT,52200,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA630-125PS/3202460/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLA630-125PS/3202460/,2801,MLA630-125PS,301
Telehandlers for Agriculture,Manitou,MLA630-125PS,MLA630,345,2013,2,2015,FR,45592,USD,http://www.mascus.com,http://www.mascus.com/agriculture/used-telehandlers-for-agriculture/manitou-mla630-125ps/5g5n6lhq.html,http://www.mascus.com/agriculture/used-telehandlers-for-agriculture/manitou-mla630-125ps/5g5n6lhq.html,68623,MLA630-125PS,301
telescopique,Manitou,MLA630/125,,1332,2013,3,2016,IE,56500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/5620872/manitou-mla630-125.html,http://www.agriaffaires.com/occasion/telescopique/5620872/manitou-mla630-125.html,85937,MLA630125,2408
Backhoe Loaders,Manitou,MLB 625,MLA625,0,2006,9,2015,FR,33631,USD,http://www.mascus.com,http://www.mascus.com/construction/used-backhoe-loaders/manitou-mlb-625/4pcs4s4g.html,http://www.mascus.com/construction/used-backhoe-loaders/manitou-mlb-625/4pcs4s4g.html,68642,MLB 625,1549
Backhoe Loaders,Manitou,MLB 625,,2500,2007,8,2015,FR,35991,USD,http://www.mascus.com,http://www.mascus.com/construction/used-backhoe-loaders/manitou-mlb-625/fo7tcoep.html,http://www.mascus.com/construction/used-backhoe-loaders/manitou-mlb-625/fo7tcoep.html,68744,MLB 625,1549
Backhoe Loaders,Manitou,MLB 625 T,,3332,2006,9,2015,FR,22908,USD,http://www.mascus.com,http://www.mascus.com/construction/used-backhoe-loaders/manitou-mlb-625-t/gf8ncnbr.html,http://www.mascus.com/construction/used-backhoe-loaders/manitou-mlb-625-t/gf8ncnbr.html,68904,MLB 625 T,1594
tracto-pelle-rigide,Manitou,MLB 625T,,,2005,11,2016,PL,117000,PLN,http://www.machineryzone.com,http://www.machineryzone.fr/occasion/tracto-pelle-rigide/5812184/manitou-mlb-625t.html,http://www.machineryzone.fr/occasion/tracto-pelle-rigide/5812184/manitou-mlb-625t.html,79701,MLB 625T,2113
Telescopic Handlers,Manitou,MLP3135,,586,2013,2,2015,FR,34128,USD,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mlp3135/5hipbn5f.html,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mlp3135/5hipbn5f.html,74626,MLP3135,1768
telescopic-forklift,Manitou,MLT,,3500,2007,9,2016,IT,27000,EUR,http://www.machineryzone.com,http://www.machineryzone.com/used/telescopic-forklift/11197631/manitou-mlt.html,http://www.machineryzone.com/used/telescopic-forklift/11197631/manitou-mlt.html,60701,MLT,999
telescopique,Manitou,MLT,,4443,2010,5,2015,DE,33529,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6510668/manitou-mlt.html,http://www.agriaffaires.com/occasion/telescopique/6510668/manitou-mlt.html,88033,MLT,999
telescopique,Manitou,MLT,,8155,1994,22,2016,AE,9500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/13523936/manitou-mlt-626.html,http://www.agriaffaires.com/occasion/telescopique/13523936/manitou-mlt-626.html,95492,MLT,999
telescopique,Manitou,MLT,,2450,2007,9,2016,FR,26000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/12562946/manitou-mlt-742-h.html,http://www.agriaffaires.com/occasion/telescopique/12562946/manitou-mlt-742-h.html,95510,MLT,999
telescopique,Manitou,MLT,,8300,2011,5,2016,FR,27000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/12626636/manitou-mlt-845.html,http://www.agriaffaires.com/occasion/telescopique/12626636/manitou-mlt-845.html,95601,MLT,999
telescopique,Manitou,MLT,,7219,2002,14,2016,AS,16800,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/13613856/manitou-mlt-730.html,http://www.agriaffaires.com/occasion/telescopique/13613856/manitou-mlt-730.html,95685,MLT,999
Diesel Forklifts,Manitou,MLT  523 T,MLT523,3487,2007,8,2015,FR,15927,USD,http://www.mascus.com,http://www.mascus.com/material-handling/used-diesel-trucks/manitou-mlt-523-t/5jgs7p3t.html,http://www.mascus.com/material-handling/used-diesel-trucks/manitou-mlt-523-t/5jgs7p3t.html,76899,MLT  523 T,2021
,Manitou,MLT 1030,,5600,2004,13,2017,FR,18500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/19096946/manitou-1030.html,http://www.agriaffaires.com/occasion/telescopique/19096946/manitou-1030.html,102934,MLT 1030,3243
telescopique,Manitou,MLT 1030 S,MT 1030,1800,2011,6,2017,FR,31500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14004696/manitou-mlt-1030-s.html,http://www.agriaffaires.com/occasion/telescopique/14004696/manitou-mlt-1030-s.html,95848,MLT 1030 S,2830
,Manitou,MLT 1030 S,,1500,2013,4,2017,FR,35500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/19180856/manitou-1030-s.html,http://www.agriaffaires.com/occasion/telescopique/19180856/manitou-1030-s.html,105625,MLT 1030 S,2830
chariot-telescopique,Manitou,MLT 1035 L TLSU,MLT1035,2000,2010,5,2015,FR,27585,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5784438/manitou-mlt-1035-tlsu.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5784438/manitou-mlt-1035-tlsu.html,80383,MLT 1035 L TLSU,2218
telescopique,Manitou,MLT 1035 L-LSU (idem 735 en version 10m),MLT 735,1200,2012,4,2016,FR,49000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/10178503/manitou-mlt-1035-l-lsu-idem-735-en-version-10m.html,http://www.agriaffaires.com/occasion/telescopique/10178503/manitou-mlt-1035-l-lsu-idem-735-en-version-10m.html,93085,MLT 1035 L-LSU idem 735 en version 10m,2744
telescopique,Manitou,MLT 1035 LSU,,,2007,9,2016,FR,30000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9065537/manitou-mlt-1035-lsu.html,http://www.agriaffaires.com/occasion/telescopique/9065537/manitou-mlt-1035-lsu.html,90088,MLT 1035 LSU,2573
telehandler,Manitou,MLT 1035 LT LSU,,1870,2010,6,2016,,36500,EUR,used,http://used.manitou.com/en/machines/manitou-mlt-1035-lt-lsu-5404164e-8278-4fb2-b3ee-456b13a4b59e,http://used.manitou.com/en/machines/manitou-mlt-1035-lt-lsu-5404164e-8278-4fb2-b3ee-456b13a4b59e,5150,MLT 1035 LT LSU,335
telescopique,Manitou,MLT 1035 LT LSU,,1890,2010,6,2016,PL,159900,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/10673116/manitou-mlt-1035-lt-lsu.html,http://www.agriaffaires.com/occasion/telescopique/10673116/manitou-mlt-1035-lt-lsu.html,91559,MLT 1035 LT LSU,335
telescopique,Manitou,MLT 1035 TLSU,,3200,2011,6,2017,DE,36500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/14468761/manitou-mlt-1035-tlsu.html,http://www.agriaffaires.com/occasion/telescopique/14468761/manitou-mlt-1035-tlsu.html,96140,MLT 1035 TLSU,2855
telescopique,Manitou,MLT 1035LTSU,,3000,2008,7,2015,FR,34000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6136768/manitou-mlt-1035ltsu.html,http://www.agriaffaires.com/occasion/telescopique/6136768/manitou-mlt-1035ltsu.html,87629,MLT 1035LTSU,2440
telescopique,Manitou,MLT 1040 137 L,,15,2015,1,2016,PL,330000,PLN,http://www.agriaffaires.com,http://www.agriaffaires.com/neuf/telescopique/10572044/manitou-mlt-1040-137-l.html,http://www.agriaffaires.com/neuf/telescopique/10572044/manitou-mlt-1040-137-l.html,91602,MLT 1040 137 L,2677
telehandler,Manitou,MLT 1040 137 PS L Elite,,20,2015,1,2016,,75450,EUR,used,http://used.manitou.com/en/machines/manitou-mlt-1040-137-ps-l-elite-0b8ea546-b833-4b94-b071-217914086b45,http://used.manitou.com/en/machines/manitou-mlt-1040-137-ps-l-elite-0b8ea546-b833-4b94-b071-217914086b45,4989,MLT 1040 137 PS L Elite,333
,Manitou,MLT 1040 Elite,,1956,2015,2,2017,AS,70210,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLT-1040-Elite/3521509/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLT-1040-Elite/3521509/,70960,MLT 1040 Elite,1605
Chargeuse / Télescopique / Pelle,Manitou,MLT 1337 SLT *5200Bh*,,5200,1999,16,2015,DE,22610,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLT-1337-SLT-5200Bh/2568342/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLT-1337-SLT-5200Bh/2568342/,1349,MLT 1337 SLT 5200Bh,145
Telescopic Handlers,Manitou,MLT 1337 SLT *5200Bh*,,5200,1999,16,2015,DE,19000,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mlt-1337-slt-5200bh/9pif9shs.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mlt-1337-slt-5200bh/9pif9shs.html?currency=EUR,74871,MLT 1337 SLT 5200Bh,145
telescopique,Manitou,MLT 1337 SLT *5200Bh*,,5200,1999,17,2016,DE,19000,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/6185250/manitou-mlt-1337-slt-5200bh.html,http://www.agriaffaires.com/occasion/telescopique/6185250/manitou-mlt-1337-slt-5200bh.html,87720,MLT 1337 SLT 5200Bh,145
chariot-telescopique,Manitou,MLT 1440,MT 1440,,2007,8,2015,FR,18135,EUR,http://www.agriaffaires.com,,73085494-d484-49c4-a633-dd065ef751ca,79511,MLT 1440,2095
chariot-telescopique,Manitou,MLT 1440,MT 1440,,2007,8,2015,FR,18135,EUR,http://www.agriaffaires.com,,ac28b16e-fd13-40e1-93c2-e5a75244a87d,79787,MLT 1440,2095
chariot-telescopique,Manitou,MLT 1440,MT 1440,,2007,8,2015,FR,18135,EUR,http://www.agriaffaires.com,,a315715d-b7e0-49cf-9dfc-86dabf4c7fdf,80072,MLT 1440,2095
chariot-telescopique,Manitou,MLT 1440,MT1440,,2007,8,2015,FR,18135,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/chariot-telescopique/5526595/manitou-mlt-1440.html,http://www.agriaffaires.com/occasion/chariot-telescopique/5526595/manitou-mlt-1440.html,80118,MLT 1440,2095
chariot-telescopique,Manitou,MLT 1440,MT 1440,,2007,8,2015,FR,18135,EUR,http://www.agriaffaires.com,,f409206e-2722-4814-bfd2-1176588eb461,89301,MLT 1440,2095
Telescopic Handlers,Manitou,MLT 1740 SL TURBO NACELLE ORH,MT 1740,,2006,9,2015,NL,32500,EUR,http://www.mascus.com,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mlt-1740-sl-turbo-nacelle-orh/3o3igl5o.html?currency=EUR,http://www.mascus.com/construction/used-telescopic-handlers/manitou-mlt-1740-sl-turbo-nacelle-orh/3o3igl5o.html?currency=EUR,74843,MLT 1740 SL TURBO NACELLE ORH,1821
Chargeuse / TÃ©lescopique / Pelle,Manitou,MLT 1740 SL Turbo,MT 1740,,2006,9,2015,NL,39325,EUR,http://www.traktorpool.de,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLT-1740-SL-Turbo/2716929/,http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-MLT-1740-SL-Turbo/2716929/,1345,MLT 1740 SL Turbo,143
telescopique,Manitou,MLT 1740 SL Turbo,MT 1740,,2006,10,2016,NL,32500,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/7092119/manitou-mlt-1740-sl-turbo.html,http://www.agriaffaires.com/occasion/telescopique/7092119/manitou-mlt-1740-sl-turbo.html,89366,MLT 1740 SL Turbo,143
Chargeuse / Télescopique / Pelle,Manitou,MLT 523,,,2004,12,2016,AT,22199,EUR,http://www.traktorpool.de,"http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-Mlt523,neu-bereift,Palettengabel-Schaufel-/2900234/","http://www.traktorpool.de/fr/details/Teleskoplader/Manitou-Mlt523,neu-bereift,Palettengabel-Schaufel-/2900234/",1506,MLT 523,197
Chariot à bras télescopique,Manitou,MLT 523,,2910,2008,7,2015,PL,26950,EUR,http://www.supralift.com,http://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mlt-523-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11154915.html,http://www.supralift.com/fr/chariots-elevateurs-d-occasion/manitou-mlt-523-chariot-%c3%a9l%c3%a9vateur-t%c3%a9lescopique/11154915.html,17406,MLT 523,197
0,Manitou,MLT 523,MT523,,2008,7,2015,PL,17330,EUR,http://www.supralift.com,http://www.supralift.com/us/used-forklifts/diesel/telescopic-arm-forklift/manitou/mlt-523/554162325a06dcaa9c9c2d21/2?&&sortCrit=ePriceDef&sortMod=asc&pageSize=500&pageNumber=0&&returnPath=itemsearch/results&langPath=us&navigationDir=FORWARD,http://www.supralift.com/us/used-forklifts/diesel/telescopic-arm-forklift/manitou/mlt-523/554162325a06dcaa9c9c2d21/2,29570,MLT 523,197
Telescopic Handlers,Manitou,MLT 523,MLT523,,2008,7,2015,PL,17330,EUR,http://www.supralift.com,http://www.supralift.com/us/used-forklifts/diesel/telescopic-arm-forklift/manitou/mlt-523/55e6e3ed7ed6420b24309aab/20?&&sortCrit=ePriceDef&sortMod=asc&pageSize=500&pageNumber=19&&returnPath=itemsearch/results&langPath=us&navigationDir=FORWARD,http://www.supralift.com/us/used-forklifts/diesel/telescopic-arm-forklift/manitou/mlt-523/55e6e3ed7ed6420b24309aab/20,29580,MLT 523,197
telescopique,Manitou,MLT 523,,2910,2008,8,2016,PL,26950,EUR,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/5506968/manitou-mlt-523.html,http://www.agriaffaires.com/occasion/telescopique/5506968/manitou-mlt-523.html,85860,MLT 523,197
telescopique,Manitou,MLT 523,,,2006,10,2016,GB,16750,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9377085/manitou-mlt-523.html,http://www.agriaffaires.com/occasion/telescopique/9377085/manitou-mlt-523.html,89988,MLT 523,197
telescopique,Manitou,MLT 523,,2984,2008,8,2016,GB,19500,GBP,http://www.agriaffaires.com,http://www.agriaffaires.com/occasion/telescopique/9848488/manitou-mlt-523.html,http://www.agriaffaires.com/occasion/telescopique/9848488/manitou-mlt-523.html,90838,MLT 523,197
